Date,Actual_Price,Predicted_Price,Percentage_Error
2024-09-24,2653.2,2636.0576,0.6461021714344874
2024-09-25,2579.95,2658.051,3.02723019402024
2024-09-26,2632.2600000000007,2639.1023,0.25993993457615605
2024-09-27,2694.43,2632.2358,2.3082492458980135
2024-09-28,2675.21,2653.3398,0.8175117560864394
2024-09-29,2657.6199999999994,2668.6162,0.4137615963719631
2024-09-30,2602.23,2670.5664,2.626070956448891
2024-10-01,2447.79,2647.1643,8.145073990849912
2024-10-02,2364.1,2567.9534,8.622874207547273
2024-10-03,2349.8,2469.976,5.114310759160346
2024-10-04,2414.41,2395.5234,0.7822433845121524
2024-10-05,2414.66,2378.3372,1.504263200486812
2024-10-06,2440.03,2387.8774,2.137373663182428
2024-10-07,2422.71,2414.4436,0.34120453889962216
2024-10-08,2440.89,2432.5642,0.3410965269071885
2024-10-09,2370.47,2448.8062,3.3046675276949387
2024-10-10,2386.49,2433.2366,1.9588002575173256
2024-10-11,2439.5,2418.2454,0.8712702878407461
2024-10-12,2476.4,2426.6619,2.0084854936853938
2024-10-13,2468.91,2452.674,0.6576152121533331
2024-10-14,2629.79,2472.6865,5.973993229972734
2024-10-15,2607.41,2542.1526,2.5027675781474668
2024-10-16,2611.1,2594.0667,0.6523438248008467
2024-10-17,2605.8,2622.9795,0.6592790002110607
2024-10-18,2642.17,2630.76,0.43184163904574924
2024-10-19,2648.2,2640.8982,0.2757271596036862
2024-10-20,2746.91,2649.035,3.5630977312917005
2024-10-21,2666.7,2689.6748,0.861544406476176
2024-10-22,2622.81,2695.4583,2.769863312749496
2024-10-23,2524.61,2672.2317,5.847306691058217
2024-10-24,2535.82,2611.5974,2.9882804027641883
2024-10-25,2440.62,2564.8918,5.091814608711111
2024-10-26,2482.51,2504.7415,0.895523284019995
2024-10-27,2507.8,2478.0117,1.1878252352659773
2024-10-28,2567.48,2481.4907,3.349170289301183
2024-10-29,2638.8,2516.934,4.61823245296158
2024-10-30,2659.19,2577.7405,3.062944787110927
2024-10-31,2518.61,2633.4062,4.557920837287228
2024-11-01,2511.49,2615.5513,4.143407679554775
2024-11-02,2494.23,2577.6997,3.3465120310175878
2024-11-03,2457.73,2538.7893,3.298137168876361
2024-11-04,2398.21,2499.5,4.223566743529548
2024-11-05,2422.55,2452.8296,1.249905671451562
2024-11-06,2721.8700000000003,2429.4556,10.743144734823865
2024-11-07,2895.47,2530.7856,12.594996856080353
2024-11-08,2961.75,2703.799,8.709409225436819
2024-11-09,3126.21,2864.971,8.356414083966689
2024-11-10,3183.21,3026.0469,4.937252804558921
2024-11-11,3371.59,3144.8228,6.725825088274378
2024-11-12,3243.8,3276.065,0.9946649425442325
2024-11-13,3187.16,3301.9067,3.6002817016168045
2024-11-14,3058.82,3259.7383,6.5684898506613605
2024-11-15,3090.01,3158.7588,2.2248727046999774
2024-11-16,3132.87,3089.7734,1.3756256244274385
2024-11-17,3076.0,3072.819,0.10341053976349154
2024-11-18,3207.8,3058.191,4.663915519398035
2024-11-19,3107.44,3104.9907,0.07881977910273584
2024-11-20,3069.97,3114.7693,1.4592744264398416
2024-11-21,3355.8099999999995,3097.5845,7.694879249532886
2024-11-22,3327.7800000000007,3192.218,4.073646167170775
2024-11-23,3393.91,3272.5952,3.574484448799463
2024-11-24,3361.2,3345.6514,0.46259171761572715
2024-11-25,3414.49,3372.5183,1.2292227961752644
2024-11-26,3324.73,3394.8494,2.109024348875698
2024-11-27,3653.28,3367.569,7.820668226993967
2024-11-28,3578.79,3470.1375,3.0360135360869167
2024-11-29,3592.21,3536.672,1.5460644243898611
2024-11-30,3703.6,3572.6558,3.5355934302097936
2024-12-01,3707.6100000000006,3629.7578,2.0997944093364884
2024-12-02,3643.42,3668.663,0.6928404064724881
2024-12-03,3614.51,3657.9243,1.201112084521824
2024-12-04,3837.8,3624.0405,5.569843990209239
2024-12-05,3785.2,3690.3098,2.5068737595602566
2024-12-06,3998.87,3734.5903,6.608858701802006
2024-12-07,3996.2200000000003,3848.3918,3.6991996010448682
2024-12-08,4004.15,3931.3489,1.8181417541019964
2024-12-09,3712.0,3973.1619,7.035610593598464
2024-12-10,3628.25,3855.775,6.270926819920071
2024-12-11,3831.81,3708.8848,3.2080200838507116
2024-12-12,3881.61,3697.9922,4.730454952970549
2024-12-13,3906.7999999999997,3752.183,3.9576352649546878
